nombre_institucion,tipo_de_institucion,cuit,municipio_comuna_dom_real,departamento,telefono_principal_cod_area_sin_cero_y_telefono_sin_el_15,telefono_secundario_cod_area_sin_cero_y_telefono_sin_el_15,e_mail,calle_dom_real,nro_dom_real,denominacion_sede_anexo,direccion_anexo,pagina_web,red_social_intagram,red_social_facebook,disciplinas,deporte_adaptado,infraestructura_adaptada_para_accesibilidad,latitud,longitud,tipo_de_espacios_deportivos
CLUB SOCIAL Y DEPORTIVO ÑAPINDA,CLUB DEPORTIVO,3.0701844048E10,COLÓN,COLÓN,3.447514559E9,3.447514559E9,matialegre1989@gmail.com,3 DE FEBRERO Y BATALLA DE CEPEDA,S/N,,,,@elverdeoficial1951,Clun Ñapinda Oficial,"Hockey césped, Fútbol",NO,"ESTACIONAMIENTOS ACCESIBLES, ACCESO ADECUADO, PUERTAS ACCESIBLES, VESTUARIOS ACCESIBLES",-32.210664183596,-58.1462668,"Cancha de Fútbol, Cancha de Hockey, SUM, Cancha hockey cesped"
GOLF CLUB COLÓN,CLUB DEPORTIVO,3.0670774291E10,COLÓN,COLÓN,3.447403665E9,3.442467356E9,golfCOLÓN@yahoo.com.ar,SARMIENTO Y SABATTIER,S/N,,,,@COLÓNgolfclub/,https://www.facebook.com/golfclub.COLÓN,Golf,SIN DATOS,SIN DATOS,-32.20921,-58.15011,"Campo de Golf, SUM"
CLUB DEPORTIVO CALLE ANCHA,CLUB DEPORTIVO,3.0711512965E10,SAN JOSÉ,COLÓN,,,,,,,,,https://www.instagram.com/clubcalleancha/,https://www.facebook.com/profile.php?id=100090988114917&ref=_xav_ig_profile_page_web#,Fútbol,SIN DATOS,SIN DATOS,-32.2091325616655,-58.2662082576725,Cancha de Fútbol
CICLE CLUB COLÓN,CLUB DEPORTIVO,3.0711500509E10,COLÓN,COLÓN,3.447422687E9,3.447552494E9,claudiacettour@hotmail.com,"RUTA EX 26 KM 2,5",S/N,,,,@ciclemxCOLÓN,https://www.facebook.com/mx.sanjose,Ciclismo,SIN DATOS,SIN DATOS,-32.20744,-58.16198,Otros
CLUB SOCIAL Y DEPORTIVO SANTA ROSA,CLUB DEPORTIVO,3.0670754924E10,SAN JOSÉ,COLÓN,3.447471364E9,3.447643349E9,club.santarosa@outlook.com,AVENIDA MITRE,1890.0,,,,@clubsocialydeportivosantarosa,https://www.facebook.com/CSyDSantaRosa/?locale=es_LA,"Fútbol, Hockey césped, Voley, Artes Marciales/deportes de contacto",SIN DATOS,SIN DATOS,-32.2048807095146,-58.2186556971976,"Cancha de Fútbol, Cancha Techada, SUM"
CLUB COSTA DEL URUGUAY,CLUB DEPORTIVO,3.0714171212E10,SAN JOSÉ,COLÓN,3.44742479E9,3.447426042E9,d.elenabatriz@yahoo.com.ar,LA PLAZA,1369.0,,,,,,Fútbol,SIN DATOS,SIN DATOS,-32.203,-58.16607,Cancha de Fútbol
"CLUB SOCIAL Y DEPORTIVO ""EL ESPINILLO""",CLUB DEPORTIVO,3.3712389139E10,SAN JOSÉ,COLÓN,3.447471932E9,3.447433865E9,estudiovarona@gmail.com,ANCHA Y PASITO DE LAS PIEDRAS - COLONIA NUEVA AL NORTE,0.0,,,,,https://www.facebook.com/p/Club-Social-y-Deportivo-El-Espinillo-100025949184350/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-32.1963454288429,-58.2728599632108,Cancha de Fútbol
CLUB ATLETICO LIVERPOOL,CLUB DEPORTIVO,3.0710230516E10,SAN JOSÉ,COLÓN,3.447477579E9,3.447418609E9,paerquin@hotmail.com,DR.MIGUEL BARD Y PRES.PERON,S/N,,,,,https://www.facebook.com/p/Club-Atl%C3%A9tico-Liverpool-100065685061364/?locale=es_LA,"Fútbol, OTROS, Voley, Bochas",SIN DATOS,SIN DATOS,-32.1806703451007,-58.2106586576725,"Cancha de Fútbol, SUM"
CLUB DEPORTIVO NOBLEZA,CLUB DEPORTIVO,3.0709819697E10,GENERAL RAMÍREZ,DIAMANTE,3.43490161E9,3.434150979E9,claudiomantovani7@hotmail.com,MORENO,755.0,,,,,https://www.facebook.com/p/Club-Deportivo-Nobleza-P%C3%A1gina-Oficial-100058790091854/,"Fútbol, Artes Marciales/deportes de contacto",NO,"ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS, RAMPAS",-32.1800261418728,-60.2012715662728,"Cancha de Fútbol, SUM, Cancha Techada, cancha de bochas"
CLUB ATLETICO Y DEPORTIVO ROMA,CLUB DEPORTIVO,3.3700135069E10,GENERAL RAMÍREZ,DIAMANTE,3.434901617E9,3.434901027E9,pablo_dieci@hotmail.com,URQUIZA,563.0,,,,,Club Atletico y Deportivo Roma,Fútbol,SIN DATOS,SIN DATOS,-32.1800062200088,-60.1974969509013,"Cancha de Fútbol, SUM"
CLUB DEPORTIVO EL PORVENIR,CLUB DEPORTIVO,3.0708427035E10,SANTA ANITA,URUGUAY,3.445437393E9,3.445453227E9,ramiroamavet@hotmail.com,SOBERANIA,248.0,,,,https://www.instagram.com/el_porve_santaanita/,https://www.facebook.com/profile.php?id=100009007458675&locale=es_LA,"Fútbol, padel, Natación",SIN DATOS,SIN DATOS,-32.1774647796303,-58.7784981177385,"Cancha de Fútbol, Pileta Descubierta, cancha de padel, SUM"
CENTRO DEPORTIVO Y CULTURAL BELGRANO,CLUB DEPORTIVO,3.071633424E10,MACIÁ,TALA,4.45531818E8,3.43511634E9,beltranvallejo@yahoo.com.ar,GUALEGUAYCHÚ,447.0,,,,,https://www.facebook.com/elbelgranodemacia/?locale=es_LA,"Bochas, Voley",SIN DATOS,SIN DATOS,-32.1749884302505,-59.3974224782744,"SUM, cancha de bochas, Cancha Techada"
CLUB ATLETICO RACING,CLUB DEPORTIVO,3.0681034575E10,GENERAL RAMÍREZ,DIAMANTE,3.436233286E9,3.434901088E9,markelneumaticos@yahoo.com.ar,AVENIDA SAN MARTIN Y LIBERTADOR,0.0,,,,,Club Atlético Racing (Gral. Ramírez),"Tenis, Pelota paleta",SIN DATOS,SIN DATOS,-32.1745174225587,-60.1972624668081,"cancha de tenis, cancha de pelota"
CLUB ATLETICO MACIA,CLUB DEPORTIVO,3.0670940337E10,MACIÁ,TALA,3.445454363E9,3.445455459E9,cotyfischer@gmail.com,GUALEGUAYCHÚ,661.0,,,,@atleticomacia,https://www.facebook.com/p/Club-Atl%C3%A9tico-Maci%C3%A1-100063975163264/,"Fútbol, Patinaje artístico",SIN DATOS,SIN DATOS,-32.173361,-59.394176,"Cancha de Fútbol, Otros"
POLIDEPORTIVO MUNICIPAL RAMIREZ,POLIDEPORTIVO MUNICIPAL,SIN CUIT 088,GENERAL RAMÍREZ,DIAMANTE,,,,,,,,,,,"Fútbol, Atletismo, Voley, Básquet, Fitness, Natación, Pelota paleta",SIN DATOS,SIN DATOS,-32.1723372079049,-60.2041057509252,"pista de atletismo, Cancha de Fútbol, Pileta Descubierta, cancha de tenis, Otros, Cancha Techada, cancha de basquet, cancha de pelota, SUM, Cajon de arena"
CENTRO DEPORTIVO Y DEFENSORES DE MARTIN FIERRO,CLUB DEPORTIVO,3.0708170425E10,MACIÁ,TALA,3.435450251E9,3.435450251E9,fabicalero1980@gmail.com,GUALEGUAYCHÚ,737.0,,,,@cddmfoficial/,https://www.facebook.com/p/Club-Mart%C3%ADn-Fierro-100063469640410/?locale=es_LA&_rdr,Fútbol,SIN DATOS,SIN DATOS,-32.1719822745504,-59.3978197128373,SUM
JOCKEY CLUB VILLA ELISA,CLUB DEPORTIVO,3.0670821974E10,VILLA ELISA,COLÓN,3.447480064E9,,jockeyclubve@gmail.com,DR. GUTIERREZ,1444.0,,,,@jockeyclubvillaelisa,https://www.facebook.com/p/Jockey-Club-Villa-Elisa-100070889319559/,Hipismo,SIN DATOS,SIN DATOS,-32.1688457472513,-58.4041797158825,Otros
ASOCIACION CICLISTA DE GENERAL RAMÍREZ ROBERTO BREPPE,CLUB DEPORTIVO,3.0714544825E10,GENERAL RAMÍREZ,DIAMANTE,3.624298563E9,3.434284675E9,ciclismoramirez@gmail.com,CORRIENTES,226.0,,,,https://www.instagram.com/ciclismoramirez2020/,https://www.facebook.com/ciclismoramirez,Ciclismo,SIN DATOS,SIN DATOS,-32.1685636016074,-60.1970733623039,
POLIDEPORTIVO MUNICIPAL VILLA ELISA,POLIDEPORTIVO MUNICIPAL,SIN CUIT 089,VILLA ELISA,COLÓN,3.447433005E9,,rodolfoorcellet@gmail.com,Boulevard Churruarín y Héctor de Elía,,,,https://sanjose.tur.ar/event-location/polideportivo-municipal-villa-elisa/,,,"Natación, Hockey césped, Atletismo, Fútbol, Tenis, Básquet",SI,SIN DATOS,-32.1678019969618,-58.3977326146813,"Cancha de Hockey, Cancha de Fútbol, Pileta Techada, cancha de tenis, Cancha Techada, pista de atletismo, Cancha hockey cesped"
CLUB ATLETICO UNIDOS,CLUB DEPORTIVO,3.0710934335E10,PUEBLO LIEBIG,COLÓN,3.447546268E9,3.447640375E9,fabitopr87@hotmail.com,PROGRESO,S/N,,,,@clubatleticounidos1925,,"Fútbol, Bochas, Voley",SIN DATOS,SIN DATOS,-32.1642628733325,-58.2038586913437,"Cancha de Fútbol, cancha de bochas, Cancha Techada"
CLUB PROGRESO VILLA ELISA,CLUB DEPORTIVO,3.0676755777E10,VILLA ELISA,COLÓN,3.447480499E9,3.44748165E9,estudiocontablevillaelisa@gmail.com,AVDA MITRE,1516.0,,,www.tenisclubprogreso.com.ar/,@tenis.club.progreso,https://www.facebook.com/groups/380240428681911/?locale=es_LA,Tenis,SIN DATOS,SIN DATOS,-32.1622217773605,-58.3989806294582,"cancha de tenis, SUM"
CLUB LIEBIG,CLUB DEPORTIVO,3.0710198256E10,PUEBLO LIEBIG,COLÓN,3.447640273E9,1.136593055E9,clubliebig1904@gmail.com,GABRIEL IBARRA,S/N,,,,@clubliebig.oficial,,"Fútbol, Bochas",SIN DATOS,SIN DATOS,-32.1588062343247,-58.1966196576725,"Cancha de Fútbol, SUM, cancha de bochas"
CLUB RECREATIVO SAN JORGE,CLUB DEPORTIVO,3.0670755467E10,VILLA ELISA,COLÓN,3.447480604E9,3.447480441E9,sanjorgevillaelisa@gmail.com,A. IRUNGARAY Y ESTRADA,1502.0,,,www.clubrecreativosanjorge.com.ar/,@clubrecreativosanjorge,https://www.facebook.com/clubrecreativosanjorge.ve/?locale=es_LA,"Fútbol, Patinaje artístico, Hockey césped",SIN DATOS,SIN DATOS,-32.1576085199866,-58.3963357068224,"Cancha de Fútbol, SUM"
CLUB ATLETICO VILLA ELISA,CLUB DEPORTIVO,3.0670754304E10,VILLA ELISA,COLÓN,3.44748026E9,3.447415273E9,clubatleticove@hotmail.com,EMILIO FRANCOU,1190.0,,,,@cavefutbolmayor,https://www.facebook.com/CAVE1927/?locale=es_LA,"Básquet, Fútbol, padel",SIN DATOS,SIN DATOS,-32.1569567724546,-58.3981191515297,"Cancha de Fútbol, cancha de basquet, Cancha Techada, cancha de padel"
CLUB DE PESCADORES FABRICA COLÓN,CLUB DEPORTIVO,3.0567894165E10,PUEBLO LIEBIG,COLÓN,3.447492068E9,3.447549822E9,clubpescadores_lie@hotmail.com,IRIDES MOREN,S/N,,,www.COLÓNturismo.tur.ar/directorio/club-de-pescadores-fabrica-COLÓN/,@clubpescadoresliebig,https://www.facebook.com/clubpescadores.liebig/?locale=es_LA,Pesca,SIN DATOS,SIN DATOS,-32.150376268092,-58.1894905460277,Otros
CLUB SOCIAL Y DEPORTIVO HURACAN,CLUB DEPORTIVO,SIN CUIT 066,HOCKER,COLÓN,3.447644068E9,,,CALLE PUBLICA,S/N,,,,,https://www.facebook.com/huracan.victoria.1?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-32.0860290049061,-58.3425287089029,Cancha de Fútbol
CLUB RECREATIVO LIBERTADOR,CLUB DEPORTIVO,3.0681088586E10,LIBERTADOR SAN MARTÍN,DIAMANTE,3.434256977E9,3.434522978E9,clubrecreativolsm@gmail.com,EJIDO / Lib. San Martín,S/N,,,,https://www.instagram.com/clubrecreativolibertador/?hl=es,,"Fútbol, Hockey césped, Voley, Patinaje artístico",SIN DATOS,SIN DATOS,-32.078340367567,-60.4553888844891,"Cancha de Fútbol, Cancha de Hockey, Cancha hockey cesped"
CLUB DEFENSORES DE BELGRANO,CLUB DEPORTIVO,3.0715032135E10,DIAMANTE,DIAMANTE,3.43498405E9,3.434509872E9,gdonvilla@yahoo.com.ar,SARMIENTO Y RIVADAVIA,S/N,,,,,https://www.facebook.com/profile.php?id=100057636813283&locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-32.0748580063205,-60.6203364257142,"Cancha de Fútbol, SUM"
CLUB ATLETICO HURACAN DE DIAMANTE,CLUB DEPORTIVO,3.0681047715E10,DIAMANTE,DIAMANTE,3.434981914E9,3.43438577E9,deportediamante@hotmail.com,ANDRADE Y 20 DE JUNIO,0.0,,,,https://www.instagram.com/huracandiamantee/,,"Fútbol, Natación, Fitness",SIN DATOS,SIN DATOS,-32.0742905491076,-60.633901543505,"Cancha de Fútbol, Pileta Descubierta, cancha de basquet, SUM"
TIRO FEDERAL ARGENTINO DIAMANTE,CLUB DEPORTIVO,3.0671173143E10,DIAMANTE,DIAMANTE,3.436237235E9,3.434511988E9,tirodiamante@gmail.com,SOLDADO DE MALVINAS ENTRE ALEM Y BROWN,S/N,,,,,https://www.facebook.com/people/Tiro-federal-diamante/100063327214057/,"Tiro con Arco, tiro deportivo",SIN DATOS,SIN DATOS,-32.0739719807318,-60.6444380919756,Otros
SKATEPARK 52,POLIDEPORTIVO MUNICIPAL,SIN CUIT 020,DIAMANTE,DIAMANTE,,,,ALMTE BROWN ESQ LA RIOJA,,,,,https://www.instagram.com/skul.52.escueladeskate/,,Deportes Urbanos,SIN DATOS,SIN DATOS,-32.0724359422696,-60.6450411658058,skatepark
ASOCIACIÓN COLEGIO ADVENTISTA DEL PLATA,CLUB DEPORTIVO,3.0529371477E10,LIBERTADOR SAN MARTÍN,DIAMANTE,,,,,,,,,https://www.instagram.com/recreacionuap/,https://www.facebook.com/uapargentina/?locale=es_LA,"Fútbol, Natación, Voley, Básquet, Futsal",SIN DATOS,SIN DATOS,-32.07237,-60.46891,"Pileta Techada, Cancha de Fútbol, pista de atletismo, cancha de tenis, Cancha Techada"
CLUB DEPORTIVO ATLÉTICO Y SOCIAL SAN MARTÍN,CLUB DEPORTIVO,3.0681047332E10,DIAMANTE,DIAMANTE,3.434983264E9,3.434574196E9,romina_pittavino@hotmail.com,ANDRADE Y VALENTIN VERGARA,S/N,,,https://futbolfundaciones.wordpress.com/club-atletico-social-y-deportivo-san-martin-er/,,,Fútbol,SIN DATOS,SIN DATOS,-32.0723491178297,-60.6419816642232,Cancha de Fútbol
CLUB DEPORTIVO PUERTO NUEVO,CLUB DEPORTIVO,3.0690483048E10,DIAMANTE,DIAMANTE,3.436225396E9,3.434623781E10,clubdeportivopuertonuevodte@gmail.com,ANDRADE Y SAN MARTIN,0.0,,,,https://www.instagram.com/estoespuerto/,,Fútbol,SIN DATOS,SIN DATOS,-32.0719172761451,-60.6434568791374,Cancha de Fútbol
CIRCULO NAUTICO DIAMANTE,CLUB DEPORTIVO,3.0690522914E10,DIAMANTE,DIAMANTE,3.436215641E9,3.434716582E9,nauticodiamante@hotmail.com,ECHAGUE,386.0,,,,https://www.instagram.com/circulonau/?hl=es,https://www.facebook.com/p/C%C3%ADrculo-N%C3%A1utico-Diamante-100064731817013/?locale=es_LA,"Natación, Fitness, Náuticos, Patinaje artístico, Rugby, padel",SIN DATOS,"PUERTAS ACCESIBLES, ANCHO DE PASILLOS",-32.0669820857957,-60.6440316595265,"Pileta Techada, Gimnasio, cancha de tenis, cancha de padel, Cancha de Rugby"
CLUB FERROCARRIL DEL ESTE,CLUB DEPORTIVO,3.0671208265E10,DIAMANTE,DIAMANTE,3.434984141E9,3.434574057E9,clubferrodiamante@gmail.com,,,,,,,https://www.facebook.com/profile.php?id=100057261617472&locale=es_LA,"Voley, Patinaje artístico, Pelota paleta, Bochas, Gimnasia Artística",SIN DATOS,SIN DATOS,-32.0656105644304,-60.6436398054844,"Cancha Techada, cancha de pelota, cancha de bochas, SUM"
SKATEPARK LIBERTADOR SAN MARTÍN,POLIDEPORTIVO MUNICIPAL,SIN CUIT 015,LIBERTADOR SAN MARTÍN,DIAMANTE,,,,,,,,,,,Deportes Urbanos,SIN DATOS,SIN DATOS,-32.0653834332628,-60.4592434496146,skatepark
POLIEPORTIVO BICENTENARIO,POLIDEPORTIVO MUNICIPAL,SIN CUIT 091,LIBERTADOR SAN MARTÍN,DIAMANTE,,,,,,,,,,,"Fútbol, Básquet",SIN DATOS,SIN DATOS,-32.0652034503992,-60.4590555146721,"pista de atletismo, Cancha de Fútbol, Otros, cancha de basquet, Cajon de arena"
SOCIEDAD ESPAÑOLA DE SOCORROS MUTUOS (PARQUE ESPAÑA),CLUB DEPORTIVO,3.0649951558E10,DIAMANTE,DIAMANTE,3.43480031E9,,hilarioschunck@hotmail.com,SARMIENTO ENTRE ESPAÑA Y COLÓN,0.0,,,,,https://www.facebook.com/p/Sociedad-espa%C3%B1ola-de-socorros-mutuos-diamante-100066926754249/?_rdr,Tenis,SIN DATOS,SIN DATOS,-32.063962139573,-60.6349632551854,"cancha de tenis, SUM"
CLUB ATLETICO DIAMANTINO,CLUB DEPORTIVO,3.0634221936E10,DIAMANTE,DIAMANTE,3.434983462E9,3.4362074E9,robertogaltuna@gmail.com,43976.0,31.0,,,,,,"Fútbol, Voley, Básquet , Pelota paleta, Handball, Hockey césped, Natación, Deportes Urbanos, Artes Marciales",SIN DATOS,SIN DATOS,-32.0627269444323,-60.637179958856,"Cancha de Fútbol, cancha de basquet, Cancha Techada, Pileta Descubierta, SUM, cancha de pelota, Otros, Cajon de arena"
CLUB ATLETICO VAZQUEZ,CLUB DEPORTIVO,3.071418691E10,VILLA ELISA,COLÓN,3.447507027E9,3.447491566E9,clubatleticovazquez@gmail.com,RUTA 23 KM 8,0.0,,,,@futbol_club_vazquez,https://www.facebook.com/ClubVazquez/,"Fútbol, Bochas",SIN DATOS,SIN DATOS,-32.0618711329002,-58.4059629835631,"Cancha de Fútbol, cancha de bochas, SUM"
CENTRO CULTURAL STROBEL,CLUB DEPORTIVO,3.0715694251E10,DIAMANTE,DIAMANTE,4991354.0,,centroculturalstrobel@hotmail.com,PARANÁ,461.0,,,,https://www.instagram.com/centro_cultural_strobel/,,,SIN DATOS,SIN DATOS,-32.0548704359312,-60.6128627042691,SUM
CLUB ATLETICO DEPORTIVO Y SOCIAL STROBEL,CLUB DEPORTIVO,3.0708982462E10,DIAMANTE,DIAMANTE,3.434619449E9,,josvillanueva@afip.gob.ar,AV SAN MARTIN Y URUGUAY,0.0,,,,https://www.instagram.com/cadysstrobel.oficial/,https://www.facebook.com/people/Club-Atl%C3%A9tico-Deportivo-y-Social-Strobel/100063910453416/,Fútbol,SIN DATOS,SIN DATOS,-32.0536530055471,-60.6158955165203,"SUM, Cancha Techada, Cancha de Fútbol"
CLUB DEPORTIVO CULTURAL Y SOCIAL PUIGGARI,CLUB DEPORTIVO,3.0707859918E10,LIBERTADOR SAN MARTÍN,DIAMANTE,3.434911638E9,3.436337189E9,mariela4172@gmail.com,BVAR LOS PIONEROS,,,,,https://www.instagram.com/cultural_puiggari/,https://www.facebook.com/futbolcultural/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-32.0536219770538,-60.4482713773574,Cancha de Fútbol
CLUB ATLETICO SARMIENTO,CLUB DEPORTIVO,3.070014646E10,CRESPO,PARANÁ CAMPAÑA,3.434950156E9,3.43504648E9,clubatleticosarmientocrespo@hotmail.com,AVELLANEDA,1295.0,,,www.clubatleticosarmiento.com/,@sarmientodecrespo,https://www.facebook.com/sarmiento.decrespo/?locale=es_LA,"Fútbol, Patinaje artístico, Hockey césped, Voley, OTROS, Gimnasia Artística",NO,"ACCESO ADECUADO, PUERTAS ACCESIBLES",-32.0374524899339,-60.3034236514346,"Cancha de Fútbol, Cancha Techada, SUM, cancha de basquet"
ASOCIACIÓN DEPORTIVA Y CULTURAL,CLUB DEPORTIVO,3.068111988E10,CRESPO,PARANÁ CAMPAÑA,3.434952556E9,3.43501141E9,secretaria@adycweb.com,RIVADAVIA,2050.0,,,,@culturaldecrespo/,https://www.facebook.com/SoloADyC/?locale=es_LA,"Fútbol, Otros, Natación, Pelota paleta, Rugby, Tenis, Ciclismo, Patinaje artístico",SIN DATOS,SIN DATOS,-32.0371892192476,-60.3187777116432,"Cancha Techada, SUM, Otros, cancha de tenis, Cancha de Fútbol, cancha de pelota, cancha de padel, Cancha de Rugby, Pileta Descubierta"
CENTRO RECREATIVO Y CULTURAL FERROVIARIO,CLUB DEPORTIVO,3.0711359172E10,CRESPO,PARANÁ CAMPAÑA,3.434954652E9,3.434465371E10,vanini_ta80@hotmail.com,,1121.0,,,,@clubferrocrespo,https://www.facebook.com/CRyCF/?locale=es_LA,Bochas,SIN DATOS,SIN DATOS,-32.0348254381694,-60.3050494024539,cancha de bochas
CAMPO DE DEPORTES YAPEYÚ,POLIDEPORTIVO MUNICIPAL,SIN CUIT 075,CRESPO,PARANÁ CAMPAÑA,,,,3 de Febrero,S/N,,,,,,Atletismo,SIN DATOS,SIN DATOS,-32.0334960015785,-60.3049052906397,pista de atletismo
CLUB ATLETICO UNION DE CRESPO,CLUB DEPORTIVO,3.0681117047E10,CRESPO,PARANÁ CAMPAÑA,3.43612505E9,3.434951718E9,clubuniondecrespo@yahoo.com.ar,AMERICA,1444.0,,,www.clubuniondecrespo.com/,@uniondecrespo,https://www.facebook.com/clubuniondecrespo/?locale=es_LA,"Fútbol, Básquet, Hockey sobre patines, Artes Marciales/deportes de contacto, Gimnasia Artística, Rugby, Patinaje artístico, Boxeo",SIN DATOS,SIN DATOS,-32.0295521396687,-60.3167019551658,"Cancha de Fútbol, Cancha Techada, Cancha de Hockey, cancha de tenis, Pileta Descubierta, Gimnasio"
CLUB AMIGOS DEL CICLISMO DE CRESPO,CLUB DEPORTIVO,3.0711499764E10,CRESPO,PARANÁ CAMPAÑA,3.434951252E9,3.434175398E9,polakybu@hotmail.com,AVENIDA BELGRANO,1199.0,,,,@ciclismocrespo,https://www.facebook.com/clubamigosdel.ciclismocrespo/?locale=es_LA,"Ciclismo, OTROS",SIN DATOS,SIN DATOS,-32.0171926050463,-60.3015331686585,SUM
CLUB ATLETICO VALLE MARÍA,CLUB DEPORTIVO,3.0700133911E10,VALLE MARÍA,DIAMANTE,3.434999308E9,3.434999361E9,ldsoko@yahoo.com.ar,LOS CEIBOS,201.0,,,,,,Fútbol,SIN DATOS,SIN DATOS,-31.9985768246722,-60.5889230588541,Cancha de Fútbol
CLUB SPORTIVO GENERAL RACEDO,CLUB DEPORTIVO,3.0717103447E10,GENERAL RACEDO,DIAMANTE,3.434876044E9,,,JUAREZ CELMAN Y URANGA 0,,,,,,https://www.facebook.com/profile.php?id=100057089064347#,Fútbol,SIN DATOS,PUERTAS ACCESIBLES,-31.9864948725083,-60.4107090564131,Cancha de Fútbol
CLUB ATLETICO LIBERTAD,CLUB DEPORTIVO,3.0712096787E10,VILLA DOMÍNGUEZ,VILLAGUAY,3.455467406E9,3.455435506E9,clubtleticolibertaddominguez@gmail.com,BARON HIRSICH,,,,,,https://www.facebook.com/clubatleticolibertaddominguez/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-31.979651861303,-58.9691694757965,Cancha de Fútbol
ASOCIACIÓN CIVIL CLUB ATLÉTICO SAN RAFAEL,CLUB DEPORTIVO,3.071687404E10,ALDEA SAN RAFAEL,PARANÁ CAMPAÑA,,,,CALLE PÚBLICA,S/N,,,,@clubasanrafael/,https://www.facebook.com/p/Club-Atl%C3%A9tico-San-Rafael-100057522516890/,Fútbol,SIN DATOS,SIN DATOS,-31.96104,-60.25408,Cancha de Fútbol
SKATEPARK SEGUI,POLIDEPORTIVO MUNICIPAL,SIN CUIT 008,SEGUÍ,PARANÁ CAMPAÑA,,,,,,,,,,,Deportes Urbanos,SIN DATOS,SIN DATOS,-31.9598251770586,-60.1228929091437,skatepark
SEGUI FOOT BALL CLUB,CLUB DEPORTIVO,3.0690473492E10,SEGUÍ,PARANÁ CAMPAÑA,3.434880343E9,3.435325188E9,elaurinegrodesegui@gmail.com,INDEPENDENCIA,550.0,,,,,,"padel, Fútbol",NO,"ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS",-31.95965,-60.12593,"cancha de padel, Cancha de Fútbol, SUM"
CLUB DEPORTIVO ATALAYA,CLUB DEPORTIVO,3.0714556777E10,INGENIERO SAJAROFF,VILLAGUAY,3.455437648E9,3.455432672E9,kaku_dr@hotmail.com,CARLOS FUERTES Y 17 DE AGOSTO,S/N,,,,@deportivo.atalaya,https://www.facebook.com/p/Club-Deportivo-Atalaya-100063563293915/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-31.95769,-58.8459,Cancha de Fútbol
CLUB ATLETICO CAÑADITA CENTRAL,CLUB DEPORTIVO,3.0690495984E10,SEGUÍ,PARANÁ CAMPAÑA,3.434711719E9,3.434475143E9,clubatleticocaniaditacentral@gmail.com,AV. PRESIDENTE PERON,906.0,,,,https://www.instagram.com/el_tricolor_c.a.c.c/?hl=es,https://www.facebook.com/Seguinforma/photos/-el-club-atl%C3%A9tico-ca%C3%B1adita-central-acompa%C3%B1a-en-este-dif%C3%ADcil-momento-ante-la-p%C3%A9rd/1304067215059860/,"Fútbol, Voley",SIN DATOS,SIN DATOS,-31.9527913027238,-60.130936777733,"Cancha de Fútbol, SUM, Otros, Cajon de arena"
CLUB ATLÉTICO JUVENTUD UNIDA SPATZENKUTTER,CLUB DEPORTIVO,SIN CUIT 011,ALDEA SPATZENKUTTER,DIAMANTE,,,,CALLE PÚBLICA,,,,,https://www.instagram.com/club_atletico_juventud_unida/,https://www.facebook.com/caju.spatzenkutter/,Fútbol,SIN DATOS,SIN DATOS,-31.9479415885649,-60.5806303116435,"Cancha de Fútbol, SUM"
CLUB ATLÉTICO EL FORTIN,CLUB DEPORTIVO,3.0710268408E10,GOBERNADOR ETCHEVEHERE,PARANÁ CAMPAÑA,3.434734258E9,3.434679891E9,elfortindelasdelicias@gmail.com,AVENIDA LAS DELICIAS,S/N,,,,https://www.instagram.com/elfortinlasdelicias/,https://www.facebook.com/p/Club-Atl%C3%A9tico-El-Fort%C3%ADn-100064063809150/,Fútbol,SIN DATOS,SIN DATOS,-31.9338735934938,-60.4261580319447,Cancha de Fútbol
CLUB SOCIAL Y DEPORTIVO GENERAL URQUIZA DE VILLA FONTANA,CLUB DEPORTIVO,3.0714462195E10,VILLA FONTANA,PARANÁ CAMPAÑA,3.43474601E9,3.43464031E8,loregareis@hotmail.com.ar,,,,,,,https://www.facebook.com/profile.php?id=100057405281971,Fútbol,SIN DATOS,SIN DATOS,-31.90363,-60.47467,Cancha de Fútbol
CLUB ATLÉTICO SAN JOSÉ,CLUB DEPORTIVO,3.071073761E10,ALDEA BRASILERA,DIAMANTE,3.434488666E9,3.435001156E9,monicaschvindt@outlook.com,PRESIDENTE PERON Y ALVEAR,0.0,,,,@club_a._sanjose,,Fútbol,NO,ACCESO ADECUADO,-31.88881,-60.58753,"Cancha de Fútbol, Otros"
CLUB ATLETICO DEPORTIVO VILLAGUAY,CLUB DEPORTIVO,3.0707070052E10,VILLAGUAY,VILLAGUAY,3.455424261E9,,juanjo22@outlook.com,FEDERACIÓN Y FEDERICK,601.0,,,,@deportivovillaguay,https://www.facebook.com/deportivovillaguay.entrerios/,"Voley, Fútbol, Bochas",SIN DATOS,SIN DATOS,-31.8755005603891,-59.0343904183815,"Cancha de Fútbol, Cancha Techada, cancha de bochas"
